symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,model
1,4,1,1,2,3,1,1,245.11,429.51,167.64,129.54,1040.09,1,4,110,1,3.15,3.58,9.1,100,5500,25,31,10345.0,civic (auto)
0,6,1,1,4,3,3,1,239.52,433.58,156.97,135.89,1060.05,1,4,111,1,3.31,3.23,8.5,78,4800,24,29,6785.0,MU-X
1,6,1,1,2,3,1,1,240.03,395.99,161.54,132.08,850.03,1,4,90,1,3.03,3.11,9.6,70,5400,38,43,8916.5,D-Max 
0,6,1,1,4,3,1,1,240.03,395.99,161.54,132.08,865.91,1,4,90,1,3.03,3.11,9.6,70,5400,38,43,8916.5,D-Max V-Cross
2,6,1,1,2,1,3,1,243.84,438.4,165.61,130.56,1240.12,1,4,119,4,3.43,3.23,9.2,90,5000,24,29,11048.0,D-Max 
0,22,1,1,4,3,3,1,287.02,506.98,176.78,134.11,1844.31,4,6,258,8,3.63,4.17,8.1,176,4750,15,19,32250.0,xj
0,22,1,1,4,3,3,1,287.02,506.98,176.78,134.11,1844.31,4,6,258,8,3.63,4.17,8.1,176,4750,15,19,35550.0,xf
0,22,1,1,2,3,3,1,259.08,486.92,179.32,121.41,1791.69,5,12,326,8,3.54,2.76,11.5,262,5000,13,17,36000.0,xk
1,12,1,1,2,1,1,1,236.47,404.11,163.07,137.41,857.29,1,4,91,1,3.03,3.15,9.0,68,5000,30,31,5195.0,rx3
1,12,1,1,2,1,1,1,236.47,404.11,163.07,137.41,861.83,1,4,91,1,3.03,3.15,9.0,68,5000,31,38,6095.0,glc deluxe
1,12,1,1,2,1,1,1,236.47,404.11,163.07,137.41,864.09,1,4,91,1,3.03,3.15,9.0,68,5000,31,38,6795.0,rx2 coupe
1,12,1,1,4,3,1,1,236.47,423.67,163.07,137.41,882.24,1,4,91,1,3.03,3.15,9.0,68,5000,31,38,6695.0,rx-4
1,12,1,1,4,3,1,1,236.47,423.67,163.07,137.41,884.51,1,4,91,1,3.08,3.15,9.0,68,5000,31,38,7395.0,glc deluxe
3,12,1,1,2,1,3,1,242.06,429.26,166.88,125.98,1079.55,2,2,70,5,3.33,3.255,9.4,101,6000,17,23,10945.0,626
3,12,1,1,2,1,3,1,242.06,429.26,166.88,125.98,1079.55,2,2,70,5,3.33,3.255,9.4,101,6000,17,23,11845.0,glc
3,12,1,1,2,1,3,1,242.06,429.26,166.88,125.98,1081.82,2,2,70,5,3.33,3.255,9.4,101,6000,17,23,13645.0,rx-7 gs
3,12,1,1,2,1,3,1,242.06,429.26,166.88,125.98,1133.98,2,2,80,8,3.33,3.255,9.4,135,6000,16,23,15645.0,glc 4
1,12,1,1,2,1,1,1,250.95,451.61,168.91,136.4,1081.82,1,4,122,1,3.39,3.39,8.6,84,4800,26,32,8845.0,626
0,12,1,1,4,3,1,1,250.95,451.61,168.91,140.97,1093.16,1,4,122,1,3.39,3.39,8.6,84,4800,26,32,8495.0,glc custom l
1,12,1,1,2,1,1,1,250.95,451.61,168.91,136.4,1081.82,1,4,122,1,3.39,3.39,8.6,84,4800,26,32,10595.0,glc custom
0,12,1,1,4,3,1,1,250.95,451.61,168.91,140.97,1093.16,1,4,122,1,3.39,3.39,8.6,84,4800,26,32,10245.0,rx-4
0,12,2,1,4,3,1,1,250.95,451.61,168.91,140.97,1108.13,1,4,122,7,3.39,3.39,22.7,64,4650,36,42,10795.0,glc deluxe
0,12,1,1,4,1,1,1,250.95,451.61,168.91,140.97,1099.96,1,4,122,1,3.39,3.39,8.6,84,4800,26,32,11245.0,626
0,12,1,1,4,3,3,1,266.45,444.5,167.89,138.18,1211.09,1,4,140,8,3.76,3.16,8.0,120,5000,19,27,18280.0,glc
0,12,2,1,4,3,3,1,266.45,444.5,167.89,138.18,1224.7,1,4,134,7,3.43,3.64,22.0,72,4200,31,39,18344.0,rx-7 gs
-1,21,2,2,4,3,3,1,279.4,484.89,178.56,143.51,1594.38,1,5,183,7,3.58,3.64,21.5,123,4350,22,25,25552.0,electra 225 custom
-1,21,2,2,4,2,3,1,279.4,484.89,178.56,149.1,1700.97,1,5,183,7,3.58,3.64,21.5,123,4350,22,25,28248.0,century luxus (sw)
0,21,2,2,2,5,3,1,271.02,476.25,178.56,139.45,1585.31,1,5,183,7,3.58,3.64,21.5,123,4350,22,25,28176.0,century
-1,21,2,2,4,3,3,1,293.62,514.6,182.12,143.0,1710.04,1,5,183,7,3.58,3.64,21.5,123,4350,22,25,31600.0,skyhawk
-1,21,1,1,4,3,3,1,293.62,514.6,182.12,143.51,1696.44,5,8,234,8,3.46,3.1,8.3,155,4750,16,18,34184.0,opel isuzu deluxe
3,21,1,1,2,4,3,1,245.36,457.96,179.07,129.03,1671.49,5,8,234,8,3.46,3.1,8.3,155,4750,16,18,35056.0,skylark
0,21,1,1,4,3,3,1,307.09,528.57,182.12,144.02,1769.01,5,8,308,8,3.8,3.35,8.0,184,4500,14,16,40960.0,century special
1,21,1,1,2,5,3,1,284.48,505.97,182.88,140.72,1685.1,5,8,304,8,3.8,3.35,8.0,184,4500,14,16,45400.0,regal sport coupe (turbo)
1,16,1,2,2,1,3,1,260.86,453.14,172.72,139.19,1319.95,1,4,140,8,3.78,3.12,8.0,175,5000,19,24,16503.0,cougar
2,7,1,1,2,1,1,1,238.0,399.54,163.58,129.03,869.99,1,4,92,1,2.97,3.23,9.4,68,5500,37,41,5389.0,mirage
2,7,1,1,2,1,1,1,238.0,399.54,163.58,129.03,881.78,1,4,92,1,2.97,3.23,9.4,68,5500,31,38,6189.0,lancer
2,7,1,1,2,1,1,1,238.0,399.54,163.58,129.03,909.0,1,4,92,1,2.97,3.23,9.4,68,5500,31,38,6669.0,outlander
1,7,1,2,2,1,1,1,236.22,399.54,162.05,129.03,972.96,1,4,98,3,3.03,3.39,7.6,102,5500,24,30,7689.0,g4
3,7,1,2,2,1,1,1,244.6,439.42,166.12,125.48,1075.01,1,4,110,3,3.17,3.46,7.5,116,5500,23,30,9959.0,mirage g4
3,7,1,1,2,1,1,1,244.6,439.42,166.12,125.48,1055.96,1,4,122,1,3.35,3.46,8.5,88,5000,25,32,8499.0,g4
3,7,1,2,2,1,1,1,243.59,439.93,168.4,127.51,1285.03,1,4,156,3,3.58,3.86,7.0,145,5000,19,24,12629.0,outlander
3,7,1,2,2,1,1,1,243.59,439.93,168.4,127.51,1324.94,1,4,156,3,3.59,3.86,7.0,145,5000,19,24,14869.0,g4
3,7,1,2,2,1,1,1,243.59,439.93,168.4,127.51,1327.21,1,4,156,3,3.59,3.86,7.0,145,5000,19,24,14489.0,mirage g4
1,7,1,1,4,3,1,1,244.6,437.9,166.12,131.06,1072.75,1,4,122,1,3.35,3.46,8.5,88,5000,25,32,6989.0,montero
1,7,1,1,4,3,1,1,244.6,437.9,166.12,131.06,1090.89,1,4,122,1,3.35,3.46,8.5,88,5000,25,32,8189.0,pajero
1,7,1,2,4,3,1,1,244.6,437.9,166.12,131.06,1089.98,1,4,110,3,3.17,3.46,7.5,116,5500,23,30,9279.0,outlander
-1,7,1,1,4,3,1,1,244.6,437.9,166.12,131.06,1089.98,1,4,110,3,3.17,3.46,7.5,116,5500,23,30,9279.0,mirage g4
1,11,1,1,2,3,1,1,240.03,419.86,162.05,138.43,856.84,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,5499.0,versa
1,11,2,1,2,3,1,1,240.03,419.86,162.05,138.43,914.9,1,4,103,7,2.99,3.47,21.9,55,4800,45,50,7099.0,gt-r
1,11,1,1,2,3,1,1,240.03,419.86,162.05,138.43,869.99,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,6649.0,rogue
1,11,1,1,4,3,1,1,240.03,419.86,162.05,138.43,879.06,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,6849.0,latio
1,11,1,1,4,2,1,1,240.03,432.31,162.05,135.89,918.07,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,7349.0,titan
1,11,1,1,2,3,1,1,240.03,419.86,162.05,138.43,884.96,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,7299.0,leaf
1,11,1,1,2,1,1,1,240.03,420.62,162.05,135.38,919.89,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,7799.0,juke
1,11,1,1,4,3,1,1,240.03,419.86,162.05,138.43,894.03,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,7499.0,latio
1,11,1,1,4,2,1,1,240.03,432.31,162.05,135.89,923.97,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,7999.0,note
2,11,1,1,2,5,1,1,241.55,412.5,162.05,135.38,910.81,1,4,97,1,3.15,3.29,9.4,69,5200,31,37,8249.0,clipper
0,11,1,1,4,1,1,1,246.89,440.44,165.61,138.94,1054.15,1,4,120,1,3.33,3.47,8.5,97,5200,27,34,8949.0,rogue
0,11,1,1,4,3,1,1,246.89,440.44,165.61,138.94,1044.17,1,4,120,1,3.33,3.47,8.5,97,5200,27,34,9549.0,nv200
0,11,1,1,4,3,1,1,255.02,461.52,168.91,139.95,1403.87,5,6,181,8,3.43,3.27,9.0,152,5200,17,22,13499.0,dayz
0,11,1,1,4,2,1,1,255.02,468.88,168.91,142.49,1495.04,5,6,181,8,3.43,3.27,9.0,152,5200,17,22,14399.0,fuga
0,11,1,1,4,3,1,1,255.02,468.88,168.91,139.95,1387.99,5,6,181,8,3.43,3.27,9.0,152,5200,19,25,13499.0,otti
3,11,1,1,2,1,3,1,231.9,433.58,172.47,126.24,1392.98,5,6,181,8,3.43,3.27,9.0,160,5200,19,25,17199.0,teana
3,11,1,2,2,1,3,1,231.9,433.58,172.47,126.24,1423.83,5,6,181,8,3.43,3.27,7.8,200,5200,17,23,19699.0,kicks
1,11,1,1,2,1,3,1,251.97,453.39,172.47,126.24,1423.83,5,6,181,8,3.43,3.27,9.0,160,5200,19,25,18399.0,clipper
0,14,1,1,4,3,3,1,274.07,474.22,173.74,144.02,1369.85,3,4,120,8,3.46,3.19,8.4,97,5000,19,24,11900.0,504
0,14,2,2,4,3,3,1,274.07,474.22,173.74,144.02,1450.13,3,4,152,7,3.7,3.52,21.0,95,4150,28,33,13200.0,304
0,14,1,1,4,2,3,1,290.07,505.21,173.74,149.1,1465.1,3,4,120,8,3.46,3.19,8.4,97,5000,19,24,12440.0,504 (sw)
0,14,2,2,4,2,3,1,290.07,505.21,173.74,149.1,1555.82,3,4,152,7,3.7,3.52,21.0,95,4150,25,25,13860.0,504
0,14,1,1,4,3,3,1,274.07,474.22,173.74,144.02,1394.8,3,4,120,8,3.46,2.19,8.4,95,5000,19,24,15580.0,504
0,14,2,2,4,3,3,1,274.07,474.22,173.74,144.02,1475.08,3,4,152,7,3.7,3.52,21.0,95,4150,28,33,16900.0,604sl
0,14,1,1,4,2,3,1,290.07,505.21,173.74,144.02,1490.05,3,4,120,8,3.46,2.19,8.4,95,5000,19,24,16695.0,504
0,14,2,2,4,2,3,1,290.07,505.21,173.74,149.1,1580.77,3,4,152,7,3.7,3.52,21.0,95,4150,25,25,17075.0,505s turbo diesel
0,14,1,1,4,3,3,1,274.07,474.22,173.74,144.02,1394.8,3,4,120,8,3.46,3.19,8.4,97,5000,19,24,16630.0,504
0,14,2,2,4,3,3,1,274.07,474.22,173.74,144.02,1475.08,3,4,152,7,3.7,3.52,21.0,95,4150,28,33,17950.0,504
0,14,1,2,4,3,3,1,274.32,474.22,173.48,142.24,1419.74,3,4,134,8,3.61,3.21,7.0,142,5600,18,24,18150.0,604sl
1,3,1,1,2,1,1,1,238.0,399.54,162.05,129.03,869.99,1,4,90,1,2.97,3.23,9.4,68,5500,37,41,5572.0,fury iii
1,3,1,2,2,1,1,1,238.0,399.54,162.05,129.03,965.24,1,4,98,3,3.03,3.39,7.6,102,5500,24,30,7957.0,cricket
1,3,1,1,4,1,1,1,238.0,399.54,162.05,128.52,892.22,1,4,90,1,2.97,3.23,9.4,68,5500,31,38,6229.0,fury iii
1,3,1,1,4,3,1,1,238.0,424.94,162.05,129.03,902.2,1,4,90,1,2.97,3.23,9.4,68,5500,31,38,6692.0,satellite custom (sw)
1,3,1,1,4,3,1,1,238.0,424.94,162.05,129.03,993.82,1,4,98,1,2.97,3.23,9.4,68,5500,31,38,7609.0,fury gran sedan
-1,3,1,1,4,2,1,1,262.38,443.48,164.08,151.89,1149.86,1,4,122,1,3.35,3.46,8.5,88,5000,24,30,8921.0,valiant
3,3,1,2,2,1,3,1,243.59,439.93,168.4,127.51,1278.22,1,4,156,3,3.59,3.86,7.0,145,5000,19,24,12764.0,duster
3,20,1,1,2,1,3,1,240.03,429.01,173.48,127.51,1260.08,1,4,151,8,3.94,3.11,9.5,143,5500,19,27,22018.0,macan
3,20,1,1,2,5,3,2,227.33,429.01,165.1,131.06,1250.1,1,6,194,8,3.74,2.9,9.5,207,5900,17,25,32528.0,panamera
3,20,1,1,2,5,3,2,227.33,429.01,165.1,131.06,1250.1,1,6,194,8,3.74,2.9,9.5,207,5900,17,25,34028.0,cayenne
3,20,1,1,2,4,3,2,227.33,429.01,165.1,131.06,1270.06,1,6,194,8,3.74,2.9,9.5,207,5900,17,25,37028.0,boxter
1,20,1,1,2,1,3,1,249.94,446.28,183.64,128.27,1526.79,4,8,203,8,3.94,3.11,10.0,288,5750,17,28,31400.5,cayenne
0,8,1,1,4,2,1,1,244.09,461.01,168.91,140.21,1169.81,1,4,132,8,3.46,3.9,8.7,90,5100,23,31,9295.0,12tl
2,8,1,1,2,1,1,1,244.09,449.07,169.16,128.27,1115.84,1,4,132,8,3.46,3.9,8.7,90,5100,23,31,9895.0,5 gtl
3,13,1,1,2,1,1,1,251.71,473.96,168.91,142.49,1205.65,1,4,121,8,3.54,3.07,9.31,110,5250,21,28,11850.0,99e
2,13,1,1,4,3,1,1,251.71,473.96,168.91,142.49,1222.43,1,4,121,8,3.54,3.07,9.3,110,5250,21,28,12170.0,99le
3,13,1,1,2,1,1,1,251.71,473.96,168.91,142.49,1227.87,1,4,121,8,2.54,2.07,9.3,110,5250,21,28,15040.0,99le
2,13,1,1,4,3,1,1,251.71,473.96,168.91,142.49,1251.01,1,4,121,8,3.54,3.07,9.3,110,5250,21,28,15510.0,99gle
3,13,1,2,2,1,1,1,251.71,473.96,168.91,142.49,1273.69,4,4,121,8,3.54,3.07,9.0,160,5500,19,26,18150.0,99gle
2,13,1,2,4,3,1,1,251.71,473.96,168.91,142.49,1291.38,4,4,121,8,3.54,3.07,9.0,160,5500,19,26,18620.0,99e
2,5,1,1,2,1,1,1,238.0,398.53,161.04,136.4,929.86,1,4,97,1,3.62,2.36,9.0,69,4900,31,36,5118.0,subaru
2,5,1,1,2,1,1,1,238.0,401.07,161.54,136.4,961.62,1,4,108,1,3.62,2.64,8.7,73,4400,26,31,7053.0,dl
2,5,1,1,2,1,2,1,236.98,399.54,162.05,141.48,1016.05,1,4,108,1,3.62,2.64,8.7,73,4400,26,31,7603.0,dl
0,5,1,1,4,3,1,1,246.89,436.88,166.12,133.35,972.96,1,4,108,1,3.62,2.64,9.5,82,4800,32,37,7126.0,subaru
0,5,1,1,4,3,1,1,246.89,436.88,166.12,133.35,993.37,1,4,108,1,3.62,2.64,9.5,82,4400,28,33,7775.0,brz
0,5,1,1,4,3,1,1,246.89,436.88,166.12,133.35,1061.41,1,4,108,8,3.62,2.64,9.0,94,5200,26,32,9960.0,baja
0,5,1,1,4,3,2,1,246.38,436.88,166.12,137.92,1081.82,1,4,108,1,3.62,2.64,9.0,82,4800,24,25,9233.0,r1
0,5,1,2,4,3,2,1,246.38,436.88,166.12,137.92,1138.52,1,4,108,8,3.62,2.64,7.7,111,4800,24,29,11259.0,r2
0,5,1,1,4,2,1,1,246.38,440.69,166.12,134.62,1038.73,1,4,108,1,3.62,2.64,9.0,82,4800,28,32,7463.0,trezia
0,5,1,1,4,2,1,1,246.38,440.69,166.12,134.62,1113.57,1,4,108,8,3.62,2.64,9.0,94,5200,25,31,10198.0,tribeca
0,5,1,1,4,2,2,1,246.13,440.94,166.12,139.45,1097.69,1,4,108,1,3.62,2.64,9.0,82,4800,23,29,8013.0,dl
0,5,1,2,4,2,2,1,246.13,440.94,166.12,139.45,1202.02,1,4,108,8,3.62,2.64,7.7,111,4800,23,23,11694.0,dl
1,9,1,1,2,1,1,1,243.08,403.1,161.54,138.43,900.38,1,4,92,1,3.05,3.03,9.0,62,4800,35,39,5348.0,corona mark ii
1,9,1,1,2,1,1,1,243.08,403.1,161.54,138.43,925.33,1,4,92,1,3.05,3.03,9.0,62,4800,31,38,6338.0,corona
1,9,1,1,4,1,1,1,243.08,403.1,161.54,138.43,913.99,1,4,92,1,3.05,3.03,9.0,62,4800,31,38,6488.0,corolla 1200
0,9,1,1,4,2,1,1,243.08,431.04,161.54,150.11,1034.19,1,4,92,1,3.05,3.03,9.0,62,4800,31,37,6918.0,corona hardtop
0,9,1,1,4,2,2,1,243.08,431.04,161.54,150.11,1038.73,1,4,92,1,3.05,3.03,9.0,62,4800,27,32,7898.0,corolla 1600 (sw)
0,9,1,1,4,2,2,1,243.08,431.04,161.54,150.11,1410.67,1,4,92,1,3.05,3.03,9.0,62,4800,27,32,8778.0,carina
0,9,1,1,4,3,1,1,243.08,422.4,163.58,134.62,943.93,1,4,98,1,3.19,3.03,9.0,70,4800,30,37,6938.0,mark ii
0,9,1,1,4,1,1,1,243.08,422.4,163.58,134.11,956.63,1,4,98,1,3.19,3.03,9.0,70,4800,30,37,7198.0,corolla 1200
0,9,2,1,4,3,1,1,243.08,422.4,163.58,134.62,1031.92,1,4,110,7,3.27,3.35,22.5,56,4500,34,36,7898.0,corona
0,9,2,1,4,1,1,1,243.08,422.4,163.58,134.11,1031.92,1,4,110,7,3.27,3.35,22.5,56,4500,38,47,7788.0,corolla
0,9,1,1,4,3,1,1,243.08,422.4,163.58,134.62,949.82,1,4,98,1,3.19,3.03,9.0,70,4800,38,47,7738.0,corona
0,9,1,1,4,1,1,1,243.08,422.4,163.58,134.11,962.52,1,4,98,1,3.19,3.03,9.0,70,4800,28,34,8358.0,corolla
0,9,1,1,4,3,1,1,243.08,422.4,163.58,134.11,970.69,1,4,98,1,3.19,3.03,9.0,70,4800,28,34,9258.0,mark ii
1,9,1,1,2,3,3,1,240.03,428.5,162.56,133.6,983.84,1,4,98,1,3.19,3.03,9.0,70,4800,29,34,8058.0,corolla liftback
1,9,1,1,2,1,3,1,240.03,428.5,162.56,133.6,999.72,1,4,98,1,3.19,3.03,9.0,70,4800,29,34,8238.0,corona
1,9,1,1,2,3,3,1,240.03,428.5,162.56,133.6,1027.39,4,4,98,8,3.24,3.08,9.4,112,6600,26,29,9298.0,celica gt liftback
1,9,1,1,2,1,3,1,240.03,428.5,162.56,133.6,1043.26,4,4,98,8,3.24,3.08,9.4,112,6600,26,29,9538.0,corolla tercel
2,9,1,1,2,5,3,1,249.94,447.55,166.62,132.08,1152.12,1,4,146,8,3.62,3.5,9.3,116,4800,24,30,8449.0,corona liftback
2,9,1,1,2,5,3,1,249.94,447.55,166.62,132.08,1150.31,1,4,146,8,3.62,3.5,9.3,116,4800,24,30,9639.0,corolla
2,9,1,1,2,1,3,1,249.94,447.55,166.62,132.08,1157.11,1,4,146,8,3.62,3.5,9.3,116,4800,24,30,9989.0,starlet
2,9,1,1,2,5,3,1,249.94,447.55,166.62,132.08,1215.17,1,4,146,8,3.62,3.5,9.3,116,4800,24,30,11199.0,tercel
2,9,1,1,2,1,3,1,249.94,447.55,166.62,132.08,1231.05,1,4,146,8,3.62,3.5,9.3,116,4800,24,30,11549.0,corolla
2,9,1,1,2,4,3,1,249.94,447.55,166.62,134.62,1349.44,1,4,146,8,3.62,3.5,9.3,116,4800,24,30,17669.0,cressida
-1,9,1,1,4,3,1,1,260.1,446.02,168.91,139.45,1055.06,1,4,122,8,3.31,3.54,8.7,92,4200,29,34,8948.0,corolla
-1,9,2,2,4,3,1,1,260.1,446.02,168.91,139.45,1124.91,1,4,110,7,3.27,3.35,22.5,73,4500,30,33,10698.0,celica gt
-1,9,1,1,4,1,1,1,260.1,446.02,168.91,136.91,1094.97,1,4,122,8,3.31,3.54,8.7,92,4200,27,32,9988.0,corona
-1,9,1,1,4,3,1,1,260.1,446.02,168.91,139.45,1094.97,1,4,122,8,3.31,3.54,8.7,92,4200,27,32,10898.0,corolla
-1,9,1,1,4,1,1,1,260.1,446.02,168.91,136.91,1114.93,1,4,122,8,3.31,3.54,8.7,92,4200,27,32,11248.0,mark ii
3,9,1,1,2,1,3,1,261.37,466.09,171.96,132.08,1349.89,4,6,171,8,3.27,3.35,9.3,161,5200,20,24,16558.0,corolla liftback
3,9,1,1,2,1,3,1,261.37,466.09,171.96,132.08,1368.03,4,6,171,8,3.27,3.35,9.3,161,5200,19,24,15998.0,corona
-1,9,1,1,4,3,3,1,265.43,477.01,168.91,137.41,1420.2,4,6,171,8,3.27,3.35,9.2,156,5200,20,24,15690.0,starlet
-1,9,1,1,4,2,3,1,265.43,477.01,168.91,137.41,1429.27,4,6,161,8,3.27,3.35,9.2,156,5200,19,24,15750.0,tercel
